Record ID,Offender Number,Record Date,Fiscal Year Revoked,Revocation Type,Status,Sex,Race & Ethnicity,Age,Offense Code,Offense Class,Offense Description,Offense Type,Offense Subtype
8198,18367028,07/14/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,Black,27,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8197,18689531,02/05/2020,2020,4. Revoked - New Arrest ICON,Parole,Male,White,36,124.401(1)(c)(2)(d),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Other Cont Subst LT 500 gm",Drug,Trafficking
8196,3444974,06/17/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,38,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8195,18628289,11/12/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,36,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8194,3331976,10/04/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,42,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
8193,615428,07/09/2014,2015,4. Revoked - New Arrest ICON,Parole,Male,Black,53,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent
8192,3202301,01/16/2018,2018,4. Revoked - New Arrest ICON,Parole,Male,White,53,707.3,B Felony,MURDER 2ND DEGREE,Violent,Murder/Manslaughter
8191,18119438,07/27/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,321.279(3),D Felony,ELUDING,Public Order,Traffic
8190,20967887,09/22/2016,2017,4. Revoked - New Arrest ICON,Parole,Male,White,34,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8189,20978261,11/05/2024,,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8188,19832792,10/08/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,23,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8187,19434416,03/07/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,32,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8186,20300213,12/06/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,Hispanic,34,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8185,19099772,02/10/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,27,708.2A(4),D Felony,DOMESTIC ABUSE ASSAULT - 3RD OR SUBSEQUENT OFFENSE,Violent,Assault
8184,251222,08/18/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,47,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8183,20556614,04/17/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,23,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8182,19758830,06/05/2017,2017,5. Revoked - Other Violation (No New Arrest),Special Sentence,Female,Black,36,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8181,19349264,09/14/2021,2022,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,Hispanic,41,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8180,19516907,07/30/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,26,"719.1(1),D",D Felony,"INTERFERENCE W/OFFICIAL ACTS, DANGEROUS WEAPON",Violent,Assault
8179,20081801,07/28/2015,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,26,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8178,18674570,11/16/2020,2021,4. Revoked - New Arrest ICON,Parole,Male,White,25,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8177,146750,12/31/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,64,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons
8176,3388364,09/04/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8175,19032239,06/04/2019,2019,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,28,124.401(1)(c)(3),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 5gm",Drug,Trafficking
8174,19476809,10/03/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,24,706A.2(4),B Felony,Ongoing Criminal Conduct-Unlawful Activity,Other,Other Criminal
8173,19859900,07/24/2023,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,51,"902.8,A",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PERSON),Other,Other Criminal
8172,18626312,07/23/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,36,124.401(1F),Felony - Enhancement to Original Penalty,Proh Acts-Offensive Weapon-3X Penalty Enh,Drug,Trafficking
8171,620051,06/08/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,52,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8170,19304531,07/27/2020,2021,4. Revoked - New Arrest ICON,Special Sentence,Male,Black,48,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8169,20074907,10/26/2015,2016,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,White,25,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8168,18991289,05/26/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,21,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
8167,236195,05/18/2015,2015,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,42,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8166,19185434,01/19/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,28,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault
8165,3101330,12/15/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,52,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8164,18881357,10/01/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,726.6(6)-B,D Felony,Child Endangerment - Meth Exposure,Violent,Assault
8163,231893,03/05/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,43,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8162,19627457,09/19/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
8161,27305,10/30/2020,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,Hispanic,55,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8160,623147,07/26/2023,2024,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,59,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8159,19864757,09/13/2022,2023,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Hispanic,20,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8158,19580150,10/20/2014,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,18,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8157,3028289,12/22/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,47,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking
8156,19124912,10/08/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,28,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8155,19517984,01/03/2023,2023,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,40,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault
8154,20925881,01/26/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,36,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8153,3389450,09/20/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8152,19813685,08/01/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,55,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
8151,20982131,02/15/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,Hispanic,29,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8150,19124945,04/05/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,26,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
8149,19643006,07/27/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Black,24,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8148,3014324,05/19/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8147,18849251,12/17/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,32,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8146,3300794,10/02/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,American Indian or Alaska Native,45,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8145,18156587,07/14/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,25,713.7,Aggravated Misdemeanor,POSSESSION OF BURGLARY TOOLS,Property,Burglary
8144,20129930,12/17/2019,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8143,20106698,03/29/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,Hispanic,29,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8142,618650,11/15/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,58,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8141,19841315,10/22/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8140,18220841,01/31/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,26,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8139,18012035,01/13/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,716.3,C Felony,CRIMINAL MISCHIEF 1ST DEGREE,Property,Vandalism
8138,3445418,01/24/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,36,124.401(1)(c)(7),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Amph LT 5 gm",Drug,Trafficking
8137,3335330,06/23/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,55,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8136,3349424,01/22/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,42,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8135,19982357,08/14/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,27,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8134,19676684,11/01/2023,2024,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,30,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8133,20041889,03/12/2020,2020,4. Revoked - New Arrest ICON,Special Sentence,Male,White,24,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8132,18961847,05/29/2019,2019,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Female,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8131,19531829,03/02/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8130,2404322,06/18/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Female,Black,51,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking
8129,20762159,06/22/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8128,19336982,10/14/2014,2015,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,27,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8127,18054653,07/03/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Female,Hispanic,22,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
8126,3219152,10/21/2014,2015,4. Revoked - New Arrest ICON,Parole,Female,White,39,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
8125,3377381,08/25/2014,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8124,18930797,04/12/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,American Indian or Alaska Native,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8123,18638219,06/30/2021,2021,4. Revoked - New Arrest ICON,Parole,Male,White,35,124.401(1)(c)(2)(d),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Other Cont Subst LT 500 gm",Drug,Trafficking
8122,18044420,06/09/2020,2020,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,29,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
8121,20137079,11/22/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,25,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8120,18400097,10/19/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,20,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8119,20728817,08/16/2024,,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,30,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8118,18280829,07/07/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8117,20476490,09/27/2024,,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Hispanic,33,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
8116,18790601,08/15/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8115,19030529,01/28/2019,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,24,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8114,617945,11/27/2017,2018,6. Revoked - Other (No New Arrest) - No ROV Data,Parole,Male,Black,54,321J.2(B),Aggravated Misdemeanor,OPER VEH WH INT (OWI) / AGR MISD / 2ND OFF -,Public Order,OWI
8113,18748712,10/10/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,713.6B,Aggravated Misdemeanor,ATTEMPTED BURGLARY 3RD DEGREE,Property,Burglary
8112,19881098,10/05/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,69,706A.2(2),B Felony,Ongoing Criminal Conduct - Criminal Network,Other,Other Criminal
8111,3333218,09/26/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,35,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
8110,20766998,03/26/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,20,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8109,3328310,10/21/2021,2022,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,41,706A.2(1),B Felony,Ongoing Criminal Conduct-Influence Enterprise-Receive Proceeds,Other,Other Criminal
8108,3318641,08/30/2016,2017,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,47,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8107,18355874,05/21/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Black,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8106,20872718,04/05/2022,2022,6. Revoked - Other (No New Arrest) - No ROV Data,Parole,Male,Black,58,726.3,C Felony,NEGLECT OR ABANDONMENT,Violent,Other Violent
8105,3465563,08/12/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,48,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8104,20241581,03/02/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,25,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8103,18349700,11/06/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,White,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8102,19881758,12/17/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Black,29,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8101,3242213,03/23/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8100,3028973,05/20/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,54,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8099,20112266,05/28/2024,2024,4. Revoked - New Arrest ICON,Parole,Male,White,32,724.16A-B,C Felony,"TRAFFICKING IN STOLEN WEAPON, 2ND OFF./USE",Public Order,Weapons
8098,19301726,03/12/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
8097,18161243,12/13/2017,2018,4. Revoked - New Arrest ICON,Parole,Male,White,31,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8096,3306674,07/21/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,35,707.3,B Felony,MURDER 2ND DEGREE,Violent,Murder/Manslaughter
8095,20247788,07/11/2022,2023,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Hispanic,23,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8094,19420160,10/27/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,39,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8093,18326249,04/26/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,40,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8092,2407229,04/02/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,53,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8091,20912663,03/31/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,41,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8090,3464216,02/25/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,34,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8089,19678925,01/21/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8088,18914309,04/03/2019,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,23,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8087,3314960,08/19/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,41,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8086,20019371,09/06/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal
8085,19055849,05/01/2023,2023,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,31,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
8084,18843089,05/18/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,27,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons
8083,19283072,06/24/2021,2021,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Black,21,708.6,C Felony,Intimidation with Dangerous Weapon-Intent (Non-Forcible),Violent,Assault
8082,19342862,08/02/2018,2019,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Hispanic,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8081,19631111,10/22/2015,2016,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,25,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8080,20693237,10/24/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,21,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8079,19491020,09/08/2016,2017,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Hispanic,29,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8078,20330192,07/13/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,29,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
8077,3175367,09/21/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,American Indian or Alaska Native,42,719.8,D Felony,FURN. CONTR. SUBST. TO INMATES,Drug,Other Drug
8076,19712456,11/05/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,25,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault
8075,20015726,02/05/2019,2019,6. Revoked - Other (No New Arrest) - No ROV Data,Parole,Male,Black,25,124.401(1)(b)(3),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine GT 5gm but LT 50 gm",Drug,Trafficking
8074,18560999,06/26/2017,2017,2. Revoked - Serious Misdemeanor New Conviction,Parole,Female,White,27,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
8073,19378334,06/07/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Female,Black,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8072,98846,06/15/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,50,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
8071,19650833,02/01/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,39,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism
8070,190901,03/03/2015,2015,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8069,20627261,07/31/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,30,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8068,18158249,04/04/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,25,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault
8067,18847709,10/05/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,22,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8066,3170120,09/29/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,47,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
8065,2404112,06/05/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,50,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
